secID,股票名称,题材,题材汇总,涨停原因,题材（G）,tradeDate
601900.XSHG,南方传媒,传媒,"传媒 教育,传媒 教育 出版,传媒 数据要素,传媒 数据要素 出版 一季报增长 国企改革,传媒 教育 出版 人工智能,传媒 知识付费,数据要素,传媒 数据要素 出版,传媒,传媒 数据要素 人工智能,传媒 教育 数字教材",传媒 公司国家教材重要出版基地之更多...,文化传媒 平面媒体 融资融券 转融券标的 参股银行 数字阅读 国企改革 在线教育 沪股通,2024-03-10
300904.XSHE,威力传动,风电 新能源汽车,"机器人 风电减速器,风电 新能源汽车,次新股 风电减速器 新能源汽车,次新股 风电 减速器,次新股 风电减速器",新能源汽车 1、公司风电专用减速器国内更多...,首发新股 减速器 融资融券 新股与次新股 新能源汽车 注册制次新股 风电,2024-03-07
301533.XSHE,威马农机,农业 农机,农业 农机,农机 公司主要从事山地丘陵农业机更多...,首发新股 农机 融资融券 乡村振兴 新股与次新股 注册制次新股,2024-03-07
601999.XSHG,出版传媒,传媒,"传媒 出版 数据要素,传媒 教育,传媒 出版 数据要素 国企改革,传媒 出版,传媒 知识产权,文化传媒 知识产权 教育,传媒,传媒 知识产权 教育",传媒 辽宁省出版传媒行业龙头；公更多...,文化传媒 振兴东北 TMT 电子书 三网融合 参股保险 融资融券 平面媒体 转融券标的 增强现实 动漫 地方国资改革 辽宁国资改革 在线教育 知识产权保护 参股券商 数据确权 国企改革,2024-03-07
002923.XSHE,润都股份,医药医疗,"医药医疗,医药医疗 公告 收到奥美沙坦酯氢氯噻嗪片药品注册证书",公告 盐酸去甲乌药碱注射液药物上更多...,创新药 青蒿素 仿制药一致性评价 抗肿瘤 电子烟 新型烟草 幽门螺杆菌概念 肝炎概念 流感 医疗器械概念,2024-03-06
301120.XSHE,新特电气,机器人 储能 电力,机器人 储能 电力,核聚变 公司产品是变频电气系统的重更多...,首发新股 融资融券 新股与次新股 注册制次新股 核电 水利 储能 风电 机器人概念 绿色电力 智能电网 光伏概念 军工 专精特新 深股通 送转填权,2024-03-06
838924,广脉科技,智慧城市 5G,智慧城市 5G,更多...,5G,2024-03-05
002236.XSHE,大华股份,ChatGPT,"人工智能 人脸识别,ChatGPT,人工智能 数字经济,人工智能 算力",ChatGPT 1、公司为国内视频安防龙头更多...,智能终端 增强现实 安防 虚拟现实 反恐 电子信息 国开行 PPP概念 融资融券 智能家居 深股通 人工智能 人脸识别 机器视觉 转融券标的 智能物流 超清视频 态势感知 腾讯概念 新能源汽车 富时罗素概念 富时罗素概念股 MSCI概念 无人机 标普道琼斯A股 智慧城市 智能交通 独角兽概念 汽车电子 杭州亚运会 数字经济 大数据 数据中心 无人驾驶 充电桩 机器人概念 证金持股 存储芯片,2024-03-05
002877.XSHE,智能自控,工业互联网 智能制造,"业绩预增 智能制造 人工智能,工业互联网 智能制造,工业互联网 工业自动化 智能制造,机器人,智能制造,机器人 人工智能",智能制造 公司主营智能控制阀(选股宝更多...,人工智能 工业互联网 智能制造 专精特新 半年报预增,2024-03-05
301567.XSHE,贝隆精密,手机产业链,手机产业链,AI手机 公司从事精密结构件的研产销更多...,,2024-03-05
600088.XSHG,中视传媒,影视 传媒,"影视 传媒 虚拟数字人 中字头,中字头 传媒 元宇宙 旅游,影视 传媒,中字头 传媒 元宇宙,影视 传媒 中字头,中字头 上海 影视 传媒 虚拟数字人,中字头 传媒 虚拟数字人,中字头 国企 传媒 元宇宙,传媒,上海自由贸易港 影视 传媒,虚拟数字人 传媒,影视 传媒 虚拟数字人",传媒 中央电视台旗下，最早一批进更多...,数字电视 网络视频 网络电视 TMT 动漫 新媒体 三网融合 融资融券 转融券标的 文化传媒 广播电视 超清视频 旅游 影视娱乐 央企国资改革 虚拟数字人 央企国企改革 中字头股票 国企改革,2024-03-05
600330.XSHG,天通股份,光通信 CPO,"光通信 算力 人工智能,光通信 CPO",光通信 公司生产的铌酸锂晶体材料是更多...,国产替代 超级计算机 太阳能 融资融券 转融券标的 新材料概念 小金属概念 特斯拉 OLED 长三角一体化 OLED设备制造 5G 无线充电 蓝宝石 充电桩 光伏概念 第三代半导体 碳化硅 军工 新能源汽车 稀土永磁 航空航天 高端装备 锂电池 沪股通 固废处理,2024-03-04
301399.XSHE,英特科技,液冷 算力,"液冷服务器,液冷 算力",东数西算/算力 公司液冷散热器可以应用于数更多...,首发新股 空气能热泵 融资融券 新股与次新股 液冷服务器 专精特新 注册制次新股,2024-03-04
605259.XSHG,绿田机械,机械,机械,其他 公司专业从事通用动力机械产更多...,电机电控 新股与次新股 核准制次新股 新能源汽车,2024-03-04
603380.XSHG,易德龙,EMS 算力,"EMS 算力,算力 AI服务器 消费电子 龙字辈,汽车电子,消费电子",智能制造 公司主要面向全球高端客户的更多...,汽车电子 独角兽概念,2024-03-04
300013.XSHE,新宁物流,物流,物流,快递物流 京东参股，长三角地区一流的更多...,上海自贸区 双十一 跨境电商 快递 卫星导航 智能物流 物联网 车联网 创业板重组松绑 京东概念 冷链物流 统一大市场,2024-03-04
301201.XSHE,诚达药业,医药医疗,"医药医疗,医药 CRO 原料药 业绩增长",医药 公司主营关键医药中间体CD更多...,新冠治疗 新股与次新股 注册制次新股 融资融券 肝炎概念 专精特新 送转填权 深股通,2024-03-04
003027.XSHE,同兴环保,环保 储能 钠电池,"环保 钠电池,环保 储能 钠电池,环保 储能",钠电池 1、国内知名的非电行业烟气更多...,新股与次新股 核准制次新股 节能环保 节能减排 脱硫脱硝 送转填权 碳中和 钠离子电池 储能,2024-03-04
002864.XSHE,盘龙药业,医药医疗,"医药医疗,医药 中药,医药 新冠防治,医药 新冠药 新冠防治",医药 集药材GAP种植、药品研产更多...,中医药 医保目录 消毒剂 医疗器械概念 新冠治疗 肝炎概念 流感 新冠特效药,2024-03-04
301313.XSHE,凡拓数创,AIGC 人工智能 VR&AR,"人工智能 VR,AIGC 人工智能 VR&AR,AIGC 人工智能",Sora AI视频 公司在文本、图像、虚拟人等更多...,首发新股 融资融券 数字经济 新股与次新股 注册制次新股 数字孪生 虚拟数字人 虚拟现实 智慧城市 百度概念 元宇宙,2024-03-04
688173.XSHG,希荻微科,芯片 手机产业链,芯片 手机产业链,国产芯片 国内领先的半导体和集成电路更多...,汽车芯片 芯片概念 科创次新股 粤港澳大湾区 小米概念 沪股通,2024-03-04
301128.XSHE,强瑞技术,液冷 算力,"液冷IDC  消费电子 华为产业链,液冷 算力,液冷服务器  算力 华为产业链",东数西算/算力 公司目前的液冷技术主要应用更多...,融资融券 注册制次新股 转融券标的 新股与次新股 比亚迪概念 华为概念 新能源汽车 苹果概念 液冷服务器,2024-03-04
600218.XSHG,全柴动力,氢能源 汽车零部件 农机,"氢能源,氢能源 汽车零部件 农机,氢能源 汽车零部件 国企改革",氢能源/燃料电池 控股子公司元隽公司从事燃料更多...,融资融券 转融券标的 地方国资改革 农机 乡村振兴 国六标准、国六排放、国六 燃料电池 汽车零部件,2024-03-03
301489.XSHE,思泉新材,手机产业链 笔记本电脑,手机产业链 笔记本电脑,手机产业链 公司是国内高导热功能性材料更多...,,2024-03-03
000593.XSHE,德龙汇能,天然气 储能,"天然气 储能,天然气 储能 龙字辈,天然气 龙字辈",其他 公司主营城市管道燃气和零售更多...,西气东输 雄安新区 抗寒 涉矿 小金属概念 天然气 信托概念 地下管网 青蒿素 锂电池 半年报预增 三季报预增 年报预增 储能,2024-03-03
000723.XSHE,美锦能源,煤炭 氢能源 机器人,"氢能源 天然气,煤炭 氢能源 机器人",氢能源/燃料电池 公司已经布局从氢气气源-加更多...,动力煤 稀缺煤 焦炭 机器人概念 焦煤 深股通 工业机器人 超级电容 LNG加气站 新能源整车 天然气 融资融券 转融券标的 粗苯 分拆上市意愿 富时罗素概念股 污水处理 MSCI概念 标普道琼斯A股 汽车制造概念 煤炭概念 半年报预增 新能源汽车 氢能源 燃料电池 煤化工 三季报预增 冬奥会 年报预增,2024-03-03
002733.XSHE,雄韬股份,氢能源 新能源汽车 锂电池,氢能源 新能源汽车 锂电池,氢能源/燃料电池 氢燃料电池龙头，在氢能产业更多...,固态电池 燃料电池 融资融券 动力电池回收 深股通 转融券标的 5G 富时罗素概念 富时罗素概念股 能源互联网 磷酸铁锂 锂电池 石墨烯 储能 氢能源 铝离子电池 半年报预增 新能源汽车 钠离子电池 一季报预增,2024-03-03
601599.XSHG,浙文影业,影视 传媒,"影视 传媒 消费,影视 短视频,影视 传媒 元宇宙 消费,影视 传媒",传媒 浙江省财政厅旗下；公司影视更多...,参股民营银行 污水处理 IP概念 文化传媒 影视娱乐 口罩 地方国资改革 浙江国资改革 国企改革 一带一路,2024-03-03
300141.XSHE,和顺电气,充电桩 新能源汽车 储能,"充电桩 电力 输变电设备,充电桩 新能源汽车 储能",充电桩 国内较早进入充电桩领域的公更多...,智能电网 电动汽车 光伏概念 创业板重组松绑 充电桩 绿色电力 换电概念 高压快充 氢能源 燃料电池,2024-03-03
300165.XSHE,天瑞仪器,医疗器械 仪器仪表,"医疗器械 仪器仪表,复牌 公告 股权转让",仪器仪表 国内分析仪器行业的领航者；更多...,太赫兹 仪电仪表 土壤修复 食品安全 PM2.5 废气处理 江苏污水处理 塑化剂 工业节水 环境监测 污水处理 医药安全 体外诊断 工业大麻 危废处理 节能环保 垃圾分类 医疗器械概念 创业板重组松绑 透明工厂 新冠检测 专精特新 抗原检测,2024-03-03
002180.XSHE,纳思达,芯片 半导体,芯片 半导体,国产芯片 公司为打印机兼容耗材芯片技更多...,军工 深股通 芯片概念 芯片设计 高端装备 物联网 集成电路概念 融资融券 转融券标的 物联网感知层 富时罗素概念 富时罗素概念股 MSCI概念 标普道琼斯A股 国家大基金持股 汽车芯片 MCU芯片 三季报预增 养老金持股 年报预增 国家大基金持股  一季报预增 小米概念 半年报预增 信创,2024-03-03
300870.XSHE,欧陆通创,氢能源 半导体 5G,"交换机 半导体 5G,交换机 半导体,氢能源 半导体 5G",东数西算/算力 1、公司为阿里巴巴定制的新更多...,融资融券 转融券标的 华为概念 富士康概念 国产替代 氮化镓 第三代半导体 人民币贬值受益 消费电子概念 比亚迪概念 充电桩 深股通 液冷服务器,2024-03-03
300260.XSHE,新莱应材,光刻机（胶） 芯片 半导体,光刻机（胶） 芯片 半导体,国产芯片 1、公司为真空半导体领域的更多...,食品安全 塑化剂 芯片设备 医药安全 生物医药 集成电路概念 创业板重组松绑 光伏概念 OLED 口罩 中芯国际概念 台湾概念股 芯片概念 光刻胶 半年报预增 国产替代 HIT电池 三季报预增 年报预增 HJT电池 一季报预增 深股通 融资融券 送转填权,2024-02-29
688419.XSHG,耐科装备,半导体,半导体,国产芯片 公司生产的半导体全自动封装更多...,科创次新股 融资融券 新股与次新股 智能制造 集成电路概念 先进封装（Chiplet） 三季报预增 高端装备,2024-02-29
003043.XSHE,华亚智能,半导体 储能 光刻机(胶),半导体 储能 光刻机(胶),国产芯片 1、公司主营精密金属制造，更多...,集成电路概念 新股与次新股 核准制次新股 养老金持股 储能,2024-02-29
600616.XSHG,金枫酒业,食品饮料,"食品饮料 黄酒 消费,食品饮料",大消费 公司主营黄酒生产经营；实控更多...,老字号 融资融券 转融券标的 地方国资改革 上海国资改革 上海国企改革 国企改革,2024-02-29
603255.XSHG,鼎际得,光伏胶膜,"光伏胶膜,POE胶膜 光伏",光伏 全资子公司辽宁鼎际得石化科更多...,核准制次新股 新材料概念 新股与次新股 POE胶膜,2024-02-29
688339.XSHG,亿华通科,氢能源,氢能源,氢能源/燃料电池 国内燃料电池发动机龙头；公更多...,燃料电池 融资融券 转融券标的 专精特新 氢能源 沪股通,2024-02-29
000554.XSHE,泰山石油,油服 氢能源,"油服 氢能源,油服",氢能源/燃料电池 公司与肥城市城市建设投资集更多...,可燃冰 油价上调 天然气 融资融券 转融券标的 油品改革 两桶油改革 央企国资改革 半年报预增 三季报预增 俄乌冲突概念 充电桩 氢能源 央企国企改革,2024-02-29
